,appid,average_2weeks,average_forever,ccu,developer,discount,genre,initialprice,languages,median_2weeks,median_forever,name,negative,owners,positive,price,publisher,score_rank,tags,userscore
956,42950,0,268,0,1C:InoCo,0,Strategy,199,"English, Russian",0,535,Elven Legacy: Ranger,2,"20,000 .. 50,000",9,199,1C Entertainment,,1,0
957,42960,188,2018,902,Paradox Development Studio,0,Strategy,1999,"English, French, German",102,343,Victoria II,605,"500,000 .. 1,000,000",4565,1999,Paradox Interactive,71,20,88
958,42980,0,115,0,Paradox Development Studio,0,Strategy,999,English,0,10,Victoria I Complete,40,"50,000 .. 100,000",86,999,Paradox Interactive,30,4,67
959,42990,0,1481,12,Kerberos Productions,0,Strategy,1999,English,0,114,Sword of the Stars II: Enhanced Edition,441,"100,000 .. 200,000",328,1999,Paradox Interactive,7,10,42
960,43000,0,310,2,Double Helix Games,0,Action,999,"English, French, Italian, German, Spanish - Spain, Russian",0,231,Front Mission Evolved,308,"200,000 .. 500,000",468,999,Square Enix,20,8,59
961,43100,0,205,0,Blue Fang,0,Simulation,1499,English,0,192,World of Zoo,29,"50,000 .. 100,000",111,1499,HandyGames,49,4,77
962,43190,0,327,6,KTX Software,0,"Action, Indie",899,"English, French, German, Italian, Spanish - Spain",0,233,The Haunted: Hells Reach,77,"100,000 .. 200,000",501,899,Signo &amp; Arte,66,11,86
963,43500,0,116,1,Realmforge Studios,0,"Simulation, Strategy",999,"English, German",0,100,M.U.D. TV,85,"20,000 .. 50,000",70,999,Kalypso Media Digital,9,3,40
964,43600,0,268,0,HeR Interactive,0,Adventure,699,English,0,521,Nancy Drew: Warnings at Waverly Academy,4,"20,000 .. 50,000",42,699,HeR Interactive,80,6,90
965,44100,0,49,0,New Star Games Ltd,0,"Action, Indie, Racing",499,"English, Dutch, French, German, Hungarian, Italian, Polish, Portuguese, Spanish - Spain",0,23,Super Laser  Racer,11,"20,000 .. 50,000",72,499,New Star Games Ltd,66,3,85
966,44350,150,779,338,"Codemasters Racing, Feral Interactive (Mac)",0,"Racing, Sports",2999,"English, German, French, Italian, Spanish - Spain, Japanese, Polish, Portuguese - Brazil",124,279,GRID 2,2384,"1,000,000 .. 2,000,000",10047,2999,"Codemasters, Feral Interactive (Mac)",52,19,80
967,44360,1,734,8,Codemasters Birmingham,0,"Racing, Simulation, Sports",1499,"English, German, French, Italian, Spanish - Spain",1,275,F1 2011,106,"100,000 .. 200,000",227,1499,Codemasters,30,4,70
968,44600,0,81,0,SimBin Studios AB,0,"Racing, Sports",699,English,0,26,GTR - FIA GT Racing Game,28,"20,000 .. 50,000",43,699,SimBin,20,3,57
969,44680,0,1,0,SimBin Studios AB,0,Racing,1299,"English, French, German, Italian, Spanish - Spain",0,1,RACE Injection,1,"0 .. 20,000",11,1299,"RaceRoom Entertainment AG, SimBin",,2,0
970,44690,0,166,0,SimBin Studios AB,0,"Racing, Simulation, Sports",799,English,0,1,GT Legends,23,"100,000 .. 200,000",199,799,SimBin,74,3,88
971,45000,0,481,6,Cadenza Interactive,0,"Indie, Strategy",999,English,0,227,Sol Survivor,29,"50,000 .. 100,000",291,999,Cadenza Interactive,77,9,90
972,45100,134,259,5,Artery Games,0,"Casual, Indie",499,"English, French, German, Spanish - Spain, Hungarian, Russian",134,152,Secret of the Magic Crystals,265,"100,000 .. 200,000",1334,499,Artery Games,58,13,81
973,45300,0,559,16,Gaijin Entertainment,0,Simulation,999,"English, Russian, French, German, Italian, Spanish - Spain",0,258,Wings of Prey,145,"100,000 .. 200,000",311,999,Gaijin Entertainment,30,8,66
974,45400,0,232,1,Nemesys Games,0,Indie,99,"English, French, German, Italian, Spanish - Spain",0,128,Fortix,70,"100,000 .. 200,000",803,99,Nemesys Games,80,9,93
975,45410,0,99,0,Nemesys Games,0,Racing,999,"English, French, Italian, German, Spanish - Spain, Polish, Turkish",0,35,Ignite,114,"50,000 .. 100,000",153,999,Nemesys Games,17,1,52
976,45420,0,0,0,Nemesys Games,0,"Casual, Indie, Simulation",999,"English, French, German, Spanish - Spain, Portuguese - Brazil, Russian",0,0,Land It!,1,"0 .. 20,000",10,999,Nemesys Games,,3,0
977,45450,0,249,3,Nemesys Games,0,"Casual, Indie",199,"English, French, German, Hungarian, Italian, Spanish - Spain",0,156,Fortix 2,45,"100,000 .. 200,000",462,199,Nemesys Games,80,8,91
978,45700,81,610,17,Capcom,0,"Action, Adventure",1999,English,98,184,Devil May Cry 4,139,"200,000 .. 500,000",1610,1999,Capcom,84,18,91
979,45710,0,174,3,Airtight Games,0,"Action, Adventure",999,"English, French, German, Italian, Spanish - Spain",0,133,Dark Void,228,"50,000 .. 100,000",216,999,Capcom,10,8,49
980,45720,0,136,1,"CAPCOM CO., LTD.",0,"Action, Adventure",1999,"English, French, German, Italian, Spanish - Spain",0,95,Lost Planet: Extreme Condition Colonies Edition,92,"50,000 .. 100,000",131,1999,Capcom,18,5,57
981,45730,6,71,0,Other Ocean Interactive,0,"Action, Adventure",499,"English, French, German, Italian, Spanish - Spain",6,27,Dark Void Zero,138,"20,000 .. 50,000",130,499,Capcom,10,7,44
982,45740,95,489,50,Capcom Vancouver,0,"Action, Adventure",1999,"English, French, Italian, Spanish - Spain, Japanese, Korean",132,221,Dead Rising 2,912,"500,000 .. 1,000,000",2654,1999,Capcom,40,20,74
983,45750,2,368,17,"CAPCOM CO., LTD.",0,"Action, Adventure",1999,"English, French, German, Italian, Spanish - Spain, Japanese, Korean, Polish, Russian",2,130,Lost Planet 2,487,"200,000 .. 500,000",978,1999,Capcom,27,14,65
984,45760,185,2068,166,Capcom,0,Action,2999,"English, French, German, Italian, Spanish - Spain, Czech, Dutch, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese",238,241,Ultra Street Fighter IV,1134,"500,000 .. 1,000,000",8181,2999,Capcom,69,20,89
985,45770,85,486,22,Capcom Vancouver,0,"Action, Adventure",1999,"English, French, Italian, Spanish - Spain, Japanese, Korean",93,257,Dead Rising 2: Off the Record,358,"200,000 .. 500,000",1350,1999,Capcom,49,16,79
986,46000,0,99,0,Ludosity,0,"Adventure, Indie",499,English,0,37,Bob Came in Pieces,28,"50,000 .. 100,000",67,499,Ludosity,33,4,70
987,46200,0,38,0,SkyRiver Studios,0,"Action, Racing",299,"English, Russian, French, Italian, German, Spanish - Spain, Czech",0,52,A.I.M. Racing,20,"20,000 .. 50,000",50,299,1C Entertainment,35,2,75
988,46250,0,88,0,The Farm 51,0,Action,699,"English, Russian, German",0,60,NecroVisioN: Lost Company,62,"100,000 .. 200,000",160,699,1C Entertainment,36,7,75
989,46260,0,513,11,Elite Games Team,0,"RPG, Strategy",499,"English, Russian",0,190,Star Wolves 3: Civil War,89,"100,000 .. 200,000",302,499,1C Entertainment,45,5,80
990,46270,0,231,5,X-Bow Software,0,"RPG, Strategy",399,"English, German, Russian",0,17,Star Wolves,40,"50,000 .. 100,000",179,399,1C Entertainment,54,4,80
991,46280,0,101,0,X-Bow Software,0,"RPG, Strategy",399,English,0,31,Star Wolves 2,49,"20,000 .. 50,000",41,399,1C Entertainment,9,3,41
992,46290,0,98,0,1C Entertainment,0,Strategy,399,"English, Russian",0,59,Theatre of War,85,"50,000 .. 100,000",112,399,1C Entertainment,16,6,54
993,46340,0,138,0,1C Entertainment,0,"Simulation, Strategy",499,"English, Russian",0,23,Theatre of War 2: Africa 1943,51,"50,000 .. 100,000",85,499,1C Entertainment,22,4,65
994,46350,0,347,0,Unicorn Games Studio,0,Strategy,399,"English, Russian, German, Italian, Spanish - Spain",0,111,Real Warfare 1242,29,"20,000 .. 50,000",32,399,1C Entertainment,13,4,52
995,46360,0,407,5,1C Entertainment,0,"Simulation, Strategy",499,"English, Russian, German",0,249,Theatre of War 2: Kursk 1943,39,"50,000 .. 100,000",81,499,1C Entertainment,28,4,65
996,46370,0,220,2,SoftLab-NSK,0,Simulation,499,"English, German",0,37,Rig n Roll,173,"50,000 .. 100,000",165,499,1C Entertainment,10,3,52
997,46380,0,46,0,Lesta Studio,0,Strategy,399,"English, Russian, German, Japanese",0,72,Reign: Conflict of Nations,44,"20,000 .. 50,000",36,399,1C Entertainment,9,2,40
998,46400,0,105,1,"Headup Games, Clockstone",0,"Action, RPG",499,"English, German",0,24,Greed: Black Border,152,"50,000 .. 100,000",104,499,Headup Games,7,9,43
999,46410,0,129,0,ClockStone Studios,0,"Action, Indie, RPG",999,"English, German",0,21,Avencast: Rise of the Mage,173,"100,000 .. 200,000",343,999,Meridian4,27,11,69
